"scaffold","genbank.accn","refseq.accn","scaffold.len"
"phaCin_unsw_v4.1.fa.scaf01810","MSTS01001810.1","NW_018345761.1",4832
"phaCin_unsw_v4.1.fa.scaf01811","MSTS01001811.1","NW_018345762.1",4790
"phaCin_unsw_v4.1.fa.scaf01812","MSTS01001812.1","NW_018345763.1",4750
"phaCin_unsw_v4.1.fa.scaf01813","MSTS01001813.1","NW_018345764.1",4626
"phaCin_unsw_v4.1.fa.scaf01814","MSTS01001814.1","NW_018345765.1",4502
"phaCin_unsw_v4.1.fa.scaf01815","MSTS01001815.1","NW_018345766.1",4486
"phaCin_unsw_v4.1.fa.scaf01816","MSTS01001816.1","NW_018345767.1",4484
"phaCin_unsw_v4.1.fa.scaf01817","MSTS01001817.1","NW_018345768.1",4472
"phaCin_unsw_v4.1.fa.scaf01818","MSTS01001818.1","NW_018345769.1",4470
"phaCin_unsw_v4.1.fa.scaf01819","MSTS01001819.1","NW_018345770.1",4468
"phaCin_unsw_v4.1.fa.scaf01820","MSTS01001820.1","NW_018345771.1",4458
"phaCin_unsw_v4.1.fa.scaf01821","MSTS01001821.1","NW_018345772.1",4450
"phaCin_unsw_v4.1.fa.scaf01822","MSTS01001822.1","NW_018345773.1",4389
"phaCin_unsw_v4.1.fa.scaf01823","MSTS01001823.1","NW_018345774.1",4244
"phaCin_unsw_v4.1.fa.scaf01824","MSTS01001824.1","NW_018345775.1",4241
"phaCin_unsw_v4.1.fa.scaf01825","MSTS01001825.1","NW_018345776.1",4213
"phaCin_unsw_v4.1.fa.scaf01826","MSTS01001826.1","NW_018345777.1",4179
"phaCin_unsw_v4.1.fa.scaf01827","MSTS01001827.1","NW_018345778.1",4175
"phaCin_unsw_v4.1.fa.scaf01828","MSTS01001828.1","NW_018345779.1",4074
"phaCin_unsw_v4.1.fa.scaf01829","MSTS01001829.1","NW_018345780.1",4026
"phaCin_unsw_v4.1.fa.scaf01830","MSTS01001830.1","NW_018345781.1",3931
"phaCin_unsw_v4.1.fa.scaf01831","MSTS01001831.1","NW_018345782.1",3903
"phaCin_unsw_v4.1.fa.scaf01832","MSTS01001832.1","NW_018345783.1",3871
"phaCin_unsw_v4.1.fa.scaf01833","MSTS01001833.1","NW_018345784.1",3867
"phaCin_unsw_v4.1.fa.scaf01834","MSTS01001834.1","NW_018345785.1",3864
"phaCin_unsw_v4.1.fa.scaf01835","MSTS01001835.1","NW_018345786.1",3822
"phaCin_unsw_v4.1.fa.scaf01836","MSTS01001836.1","NW_018345787.1",3812
"phaCin_unsw_v4.1.fa.scaf01837","MSTS01001837.1","NW_018345788.1",3785
"phaCin_unsw_v4.1.fa.scaf01838","MSTS01001838.1","NW_018345789.1",3745
"phaCin_unsw_v4.1.fa.scaf01839","MSTS01001839.1","NW_018345790.1",3726
"phaCin_unsw_v4.1.fa.scaf01840","MSTS01001840.1","NW_018345791.1",3725
"phaCin_unsw_v4.1.fa.scaf01841","MSTS01001841.1","NW_018345792.1",3715
"phaCin_unsw_v4.1.fa.scaf01842","MSTS01001842.1","NW_018345793.1",3707
"phaCin_unsw_v4.1.fa.scaf01843","MSTS01001843.1","NW_018345794.1",3692
"phaCin_unsw_v4.1.fa.scaf01844","MSTS01001844.1","NW_018345795.1",3674
"phaCin_unsw_v4.1.fa.scaf01845","MSTS01001845.1","NW_018345796.1",3611
"phaCin_unsw_v4.1.fa.scaf01846","MSTS01001846.1","NW_018345797.1",3599
"phaCin_unsw_v4.1.fa.scaf01847","MSTS01001847.1","NW_018345798.1",3591
"phaCin_unsw_v4.1.fa.scaf01848","MSTS01001848.1","NW_018345799.1",3571
"phaCin_unsw_v4.1.fa.scaf01849","MSTS01001849.1","NW_018345800.1",3550
"phaCin_unsw_v4.1.fa.scaf01850","MSTS01001850.1","NW_018345801.1",3518
"phaCin_unsw_v4.1.fa.scaf01851","MSTS01001851.1","NW_018345802.1",3490
"phaCin_unsw_v4.1.fa.scaf01852","MSTS01001852.1","NW_018345803.1",3485
"phaCin_unsw_v4.1.fa.scaf01853","MSTS01001853.1","NW_018345804.1",3464
"phaCin_unsw_v4.1.fa.scaf01854","MSTS01001854.1","NW_018345805.1",3400
"phaCin_unsw_v4.1.fa.scaf01855","MSTS01001855.1","NW_018345806.1",3383
"phaCin_unsw_v4.1.fa.scaf01856","MSTS01001856.1","NW_018345807.1",3291
"phaCin_unsw_v4.1.fa.scaf01857","MSTS01001857.1","NW_018345808.1",3220
"phaCin_unsw_v4.1.fa.scaf01858","MSTS01001858.1","NW_018345809.1",3195
"phaCin_unsw_v4.1.fa.scaf01859","MSTS01001859.1","NW_018345810.1",3082
"phaCin_unsw_v4.1.fa.scaf01860","MSTS01001860.1","NW_018345811.1",3057
"phaCin_unsw_v4.1.fa.scaf01861","MSTS01001861.1","NW_018345812.1",3006
"phaCin_unsw_v4.1.fa.scaf01862","MSTS01001862.1","NW_018345813.1",2909
"phaCin_unsw_v4.1.fa.scaf01863","MSTS01001863.1","NW_018345814.1",2909
"phaCin_unsw_v4.1.fa.scaf01864","MSTS01001864.1","NW_018345815.1",2880
"phaCin_unsw_v4.1.fa.scaf01865","MSTS01001865.1","NW_018345816.1",2820
"phaCin_unsw_v4.1.fa.scaf01866","MSTS01001866.1","NW_018345817.1",2785
"phaCin_unsw_v4.1.fa.scaf01867","MSTS01001867.1","NW_018345818.1",2771
"phaCin_unsw_v4.1.fa.scaf01868","MSTS01001868.1","NW_018345819.1",2662
"phaCin_unsw_v4.1.fa.scaf01869","MSTS01001869.1","NW_018345820.1",2627
"phaCin_unsw_v4.1.fa.scaf01870","MSTS01001870.1","NW_018345821.1",2606
"phaCin_unsw_v4.1.fa.scaf01871","MSTS01001871.1","NW_018345822.1",2539
"phaCin_unsw_v4.1.fa.scaf01872","MSTS01001872.1","NW_018345823.1",2538
"phaCin_unsw_v4.1.fa.scaf01873","MSTS01001873.1","NW_018345824.1",2438
"phaCin_unsw_v4.1.fa.scaf01874","MSTS01001874.1","NW_018345825.1",2377
"phaCin_unsw_v4.1.fa.scaf01875","MSTS01001875.1","NW_018345826.1",2377
"phaCin_unsw_v4.1.fa.scaf01876","MSTS01001876.1","NW_018345827.1",2371
"phaCin_unsw_v4.1.fa.scaf01877","MSTS01001877.1","NW_018345828.1",2342
"phaCin_unsw_v4.1.fa.scaf01878","MSTS01001878.1","NW_018345829.1",2291
"phaCin_unsw_v4.1.fa.scaf01879","MSTS01001879.1","NW_018345830.1",2247
"phaCin_unsw_v4.1.fa.scaf01880","MSTS01001880.1","NW_018345831.1",2236
"phaCin_unsw_v4.1.fa.scaf01881","MSTS01001881.1","NW_018345832.1",2202
"phaCin_unsw_v4.1.fa.scaf01882","MSTS01001882.1","NW_018345833.1",2149
"phaCin_unsw_v4.1.fa.scaf01883","MSTS01001883.1","NW_018345834.1",2050
"phaCin_unsw_v4.1.fa.scaf01884","MSTS01001884.1","NW_018345835.1",2010
"phaCin_unsw_v4.1.fa.scaf01885","MSTS01001885.1","NW_018345836.1",1945
"phaCin_unsw_v4.1.fa.scaf01886","MSTS01001886.1","NW_018345837.1",1939
"phaCin_unsw_v4.1.fa.scaf01887","MSTS01001887.1","NW_018345838.1",1861
"phaCin_unsw_v4.1.fa.scaf01888","MSTS01001888.1","NW_018345839.1",1835
"phaCin_unsw_v4.1.fa.scaf01889","MSTS01001889.1","NW_018345840.1",1679
"phaCin_unsw_v4.1.fa.scaf01890","MSTS01001890.1","NW_018345841.1",1609
"phaCin_unsw_v4.1.fa.scaf01891","MSTS01001891.1","NW_018345842.1",1586
"phaCin_unsw_v4.1.fa.scaf01892","MSTS01001892.1","NW_018345843.1",1538
"phaCin_unsw_v4.1.fa.scaf01893","MSTS01001893.1","NW_018345844.1",1516
"phaCin_unsw_v4.1.fa.scaf01894","MSTS01001894.1","NW_018345845.1",1516
"phaCin_unsw_v4.1.fa.scaf01895","MSTS01001895.1","NW_018345846.1",1489
"phaCin_unsw_v4.1.fa.scaf01896","MSTS01001896.1","NW_018345847.1",1398
"phaCin_unsw_v4.1.fa.scaf01897","MSTS01001897.1","NW_018345848.1",1358
"phaCin_unsw_v4.1.fa.scaf01898","MSTS01001898.1","NW_018345849.1",1227
"phaCin_unsw_v4.1.fa.scaf01899","MSTS01001899.1","NW_018345850.1",1121
"phaCin_unsw_v4.1.fa.scaf01900","MSTS01001900.1","NW_018345851.1",1102
"phaCin_unsw_v4.1.fa.scaf01901","MSTS01001901.1","NW_018345852.1",1062
"phaCin_unsw_v4.1.fa.scaf01902","MSTS01001902.1","NW_018345853.1",914
"phaCin_unsw_v4.1.fa.scaf01903","MSTS01001903.1","NW_018345854.1",912
"phaCin_unsw_v4.1.fa.scaf01904","MSTS01001904.1","NW_018345855.1",825
"phaCin_unsw_v4.1.fa.scaf01905","MSTS01001905.1","NW_018345856.1",660
"phaCin_unsw_v4.1.fa.scaf01906","MSTS01001906.1","NW_018345857.1",353
"MT","na","NC_008133.1",16357
